format,k,x,quantized,abs_error,rel_error
fp16_like,-6.300000,5.0118723362729611e-7,0.0000000000000000e0,5.0118723362729611e-7,1.0000000000000000e0
fp16_like,-6.200000,6.3095734448022272e-7,0.0000000000000000e0,6.3095734448022272e-7,1.0000000000000000e0
fp16_like,-6.100000,7.9432823472431788e-7,0.0000000000000000e0,7.9432823472431788e-7,1.0000000000000000e0
fp16_like,-6.000000,1.0000000000000451e-6,0.0000000000000000e0,1.0000000000000451e-6,1.0000000000000000e0
fp16_like,-5.900000,1.2589254117942229e-6,0.0000000000000000e0,1.2589254117942229e-6,1.0000000000000000e0
fp16_like,-5.800000,1.5848931924611823e-6,0.0000000000000000e0,1.5848931924611823e-6,1.0000000000000000e0
fp16_like,-5.700000,1.9952623149689647e-6,0.0000000000000000e0,1.9952623149689647e-6,1.0000000000000000e0
fp16_like,-5.600000,2.5118864315096848e-6,0.0000000000000000e0,2.5118864315096848e-6,1.0000000000000000e0
fp16_like,-5.500000,3.1622776601685088e-6,0.0000000000000000e0,3.1622776601685088e-6,1.0000000000000000e0
fp16_like,-5.400000,3.9810717055351317e-6,0.0000000000000000e0,3.9810717055351317e-6,1.0000000000000000e0
fp16_like,-5.300000,5.0118723362729198e-6,0.0000000000000000e0,5.0118723362729198e-6,1.0000000000000000e0
fp16_like,-5.200000,6.3095734448021753e-6,0.0000000000000000e0,6.3095734448021753e-6,1.0000000000000000e0
fp16_like,-5.100000,7.9432823472431131e-6,0.0000000000000000e0,7.9432823472431131e-6,1.0000000000000000e0
fp16_like,-5.000000,1.0000000000000368e-5,0.0000000000000000e0,1.0000000000000368e-5,1.0000000000000000e0
fp16_like,-4.900000,1.2589254117942125e-5,0.0000000000000000e0,1.2589254117942125e-5,1.0000000000000000e0
fp16_like,-4.800000,1.5848931924611693e-5,0.0000000000000000e0,1.5848931924611693e-5,1.0000000000000000e0
fp16_like,-4.700000,1.9952623149689481e-5,0.0000000000000000e0,1.9952623149689481e-5,1.0000000000000000e0
fp16_like,-4.600000,2.5118864315096645e-5,0.0000000000000000e0,2.5118864315096645e-5,1.0000000000000000e0
fp16_like,-4.500000,3.1622776601684825e-5,0.0000000000000000e0,3.1622776601684825e-5,1.0000000000000000e0
fp16_like,-4.400000,3.9810717055350996e-5,0.0000000000000000e0,3.9810717055350996e-5,1.0000000000000000e0
fp16_like,-4.300000,5.0118723362728790e-5,0.0000000000000000e0,5.0118723362728790e-5,1.0000000000000000e0
fp16_like,-4.200000,6.3095734448021231e-5,6.3121318817138672e-5,2.5584369117440868e-8,4.0548492447643151e-4
fp16_like,-4.100000,7.9432823472430484e-5,7.9452991485595703e-5,2.0168013165219011e-8,2.5390024279092782e-4
fp16_like,-4.000000,1.0000000000000296e-4,1.0001659393310547e-4,1.6593933102509507e-8,1.6593933102509016e-4
fp16_like,-3.900000,1.2589254117942048e-4,1.2588500976562500e-4,7.5314137954840630e-9,5.9824146251447776e-5
fp16_like,-3.800000,1.5848931924611611e-4,1.5854835510253906e-4,5.9035856422954289e-8,3.7249107197740079e-4
fp16_like,-3.700000,1.9952623149689400e-4,1.9955635070800781e-4,3.0119211113811004e-8,1.5095364097166274e-4
fp16_like,-3.600000,2.5118864315096565e-4,2.5129318237304688e-4,1.0453922208122262e-7,4.1617813914617951e-4
fp16_like,-3.500000,3.1622776601684764e-4,3.1614303588867188e-4,8.4730128175768051e-8,2.6794019147342646e-4
fp16_like,-3.400000,3.9810717055350955e-4,3.9815902709960938e-4,5.1856546099825380e-8,1.3025775453309838e-4
fp16_like,-3.300000,5.0118723362728781e-4,5.0115585327148438e-4,3.1380355803439786e-8,6.2612041364916446e-5
fp16_like,-3.200000,6.3095734448021304e-4,6.3085556030273438e-4,1.0178417747866691e-7,1.6131704998618789e-4
fp16_like,-3.100000,7.9432823472430647e-4,7.9441070556640625e-4,8.2470842099782553e-8,1.0382463885147723e-4
fp16_like,-3.000000,1.0000000000000317e-3,1.0004043579101562e-3,4.0435791012457048e-7,4.0435791012455769e-4
fp16_like,-2.900000,1.2589254117942074e-3,1.2588500976562500e-3,7.5314137957388505e-8,5.9824146253471507e-5
fp16_like,-2.800000,1.5848931924611644e-3,1.5850067138671875e-3,1.1352140602311107e-7,7.1627164885997675e-5
fp16_like,-2.700000,1.9952623149689440e-3,1.9950866699218750e-3,1.7564504706897230e-7,8.8031055240827413e-5
fp16_like,-2.600000,2.5118864315096618e-3,2.5119781494140625e-3,9.1717904400663575e-8,3.6513555410043140e-5
fp16_like,-2.500000,3.1622776601684826e-3,3.1623840332031250e-3,1.0637303464238954e-7,3.3638107109393456e-5
fp16_like,-2.400000,3.9810717055351035e-3,3.9825439453125000e-3,1.4722397773964807e-6,3.6980991207707827e-4
fp16_like,-2.300000,5.0118723362728886e-3,5.0125122070312500e-3,6.3987075836144380e-7,1.2767100106091047e-4
fp16_like,-2.200000,6.3095734448021428e-3,6.3095092773437500e-3,6.4167458392778987e-8,1.0169856798424376e-5
fp16_like,-2.100000,7.9432823472430809e-3,7.9421997070312500e-3,1.0826402118309375e-6,1.3629632745041417e-4
fp16_like,-2.000000,1.0000000000000337e-2,1.0002136230468750e-2,2.1362304684132555e-6,2.1362304684131837e-4
fp16_like,-1.900000,1.2589254117942100e-2,1.2588500976562500e-2,7.5314137959990590e-7,5.9824146255538295e-5
fp16_like,-1.800000,1.5848931924611676e-2,1.5853881835937500e-2,4.9499113258244520e-6,3.1231829055545222e-4
fp16_like,-1.700000,1.9952623149689482e-2,1.9958496093750000e-2,5.8729440605177763e-6,2.9434445869385226e-4
fp16_like,-1.600000,2.5118864315096669e-2,2.5115966796875000e-2,2.8975182216686712e-6,1.1535227808556760e-4
fp16_like,-1.500000,3.1622776601684895e-2,3.1616210937500000e-2,6.5656641848946262e-6,2.0762453176059186e-4
fp16_like,-1.400000,3.9810717055351115e-2,3.9825439453125000e-2,1.4722397773885010e-5,3.6980991207507310e-4
fp16_like,-1.300000,5.0118723362728990e-2,5.0109863281250000e-2,8.8600814789896454e-6,1.7678186682581153e-4
fp16_like,-1.200000,6.3095734448021551e-2,6.3110351562500000e-2,1.4617114478449045e-5,2.3166565230317853e-4
fp16_like,-1.100000,7.9432823472430983e-2,7.9406738281250000e-2,2.6085191180982847e-5,3.2839310049247237e-4
fp16_like,-1.000000,1.0000000000000356e-1,9.9975585937500000e-2,2.4414062503558265e-5,2.4414062503557397e-4
fp16_like,-0.900000,1.2589254117942120e-1,1.2585449218750000e-1,3.8048991921196818e-5,3.0223388585801640e-4
fp16_like,-0.800000,1.5848931924611698e-1,1.5844726562500000e-1,4.2053621116977524e-5,2.6534041105743373e-4
fp16_like,-0.700000,1.9952623149689502e-1,1.9958496093750000e-1,5.8729440604976535e-5,2.9434445869284346e-4
fp16_like,-0.600000,2.5118864315096689e-1,2.5122070312500000e-1,3.2059974033105121e-5,1.2763305550337622e-4
fp16_like,-0.500000,3.1622776601684910e-1,3.1616210937500000e-1,6.5656641849098918e-5,2.0762453176107449e-4
fp16_like,-0.400000,3.9810717055351130e-1,3.9819335937500000e-1,8.6188821488697442e-5,2.1649653124525278e-4
fp16_like,-0.300000,5.0118723362728990e-1,5.0097656250000000e-1,2.1067112728989645e-4,4.2034416113352754e-4
fp16_like,-0.200000,6.3095734448021545e-1,6.3085937500000000e-1,9.7969480215454041e-5,1.5527116226242139e-4
fp16_like,-0.100000,7.9432823472430947e-1,7.9443359375000000e-1,1.0535902569053235e-4,1.3263915480368101e-4
fp16_like,0.000000,1.0000000000000353e0,1.0000000000000000e0,3.5305092183079978e-14,3.5305092183078728e-14
fp16_like,0.100000,1.2589254117942115e0,1.2587890625000000e0,1.3634929421146857e-4,1.0830609417689372e-4
fp16_like,0.200000,1.5848931924611693e0,1.5849609375000000e0,6.7745038830668847e-5,4.2744229802304887e-5
fp16_like,0.300000,1.9952623149689499e0,1.9951171875000000e0,1.4512746894990158e-4,7.2736034686326473e-5
fp16_like,0.400000,2.5118864315096689e0,2.5117187500000000e0,1.6768150966894879e-4,6.6755211368441732e-5
fp16_like,0.500000,3.1622776601684910e0,3.1621093750000000e0,1.6828516849098918e-4,5.3216442885670791e-5
fp16_like,0.600000,3.9810717055351126e0,3.9804687500000000e0,6.0295553511258149e-4,1.5145558274528382e-4
fp16_like,0.700000,5.0118723362728987e0,5.0117187500000000e0,1.5358627289874249e-4,3.0644490241137629e-5
fp16_like,0.800000,6.3095734448021545e0,6.3085937500000000e0,9.7969480215454041e-4,1.5527116226242139e-4
fp16_like,0.900000,7.9432823472430938e0,7.9414062500000000e0,1.8760972430937883e-3,2.3618664943276664e-4
fp16_like,1.000000,1.0000000000000353e1,1.0000000000000000e1,3.5349501104064984e-13,3.5349501104063732e-14
fp16_like,1.100000,1.2589254117942119e1,1.2585937500000000e1,3.3166179421186825e-3,2.6344832752179192e-4
fp16_like,1.200000,1.5848931924611701e1,1.5851562500000000e1,2.6305753882986949e-3,1.6597808614558383e-4
fp16_like,1.300000,1.9952623149689511e1,1.9953125000000000e1,5.0185031048854967e-4,2.5152096880873487e-5
fp16_like,1.400000,2.5118864315096708e1,2.5125000000000000e1,6.1356849032918603e-3,2.4426601562572427e-4
fp16_like,1.500000,3.1622776601684940e1,3.1625000000000000e1,2.2233983150599101e-3,7.0310028213697149e-5
fp16_like,1.600000,3.9810717055351176e1,3.9812500000000000e1,1.7829446488235590e-3,4.4785544715123477e-5
fp16_like,1.700000,5.0118723362729071e1,5.0125000000000000e1,6.2766372709290863e-3,1.2523537811413458e-4
fp16_like,1.800000,6.3095734448021652e1,6.3093750000000000e1,1.9844480216519855e-3,3.1451381603090403e-5
fp16_like,1.900000,7.9432823472431096e1,7.9437500000000000e1,4.6765275689040209e-3,5.8873993954490515e-5
fp16_like,2.000000,1.0000000000000368e2,1.0000000000000000e2,3.6806113712373190e-12,3.6806113712371837e-14
fp16_like,2.100000,1.2589254117942139e2,1.2587500000000000e2,1.7541179421385777e-2,1.3933454084770743e-4
fp16_like,2.200000,1.5848931924611725e2,1.5850000000000000e2,1.0680753882752470e-2,6.7391001069077612e-5
fp16_like,2.300000,1.9952623149689543e2,1.9950000000000000e2,2.6231496895434248e-2,1.3146891362924578e-4
fp16_like,2.400000,2.5118864315096747e2,2.5125000000000000e2,6.1356849032534910e-2,2.4426601562419636e-4
fp16_like,2.500000,3.1622776601684990e2,3.1625000000000000e2,2.2233983150101722e-2,7.0310028212124188e-5
fp16_like,2.600000,3.9810717055351239e2,3.9800000000000000e2,1.0717055351238969e-1,2.6920025922513277e-4
fp16_like,2.700000,5.0118723362729145e2,5.0125000000000000e2,6.2766372708551899e-2,1.2523537811265999e-4
fp16_like,2.800000,6.3095734448021756e2,6.3100000000000000e2,4.2655519782442752e-2,6.7604442924081267e-5
fp16_like,2.900000,7.9432823472431221e2,7.9450000000000000e2,1.7176527568778965e-1,2.1623967042718088e-4
fp16_like,3.000000,1.0000000000000389e3,1.0000000000000000e3,3.8880898500792682e-11,3.8880898500791171e-14
fp16_like,3.100000,1.2589254117942164e3,1.2590000000000000e3,7.4588205783584272e-2,5.9247517831323621e-5
fp16_like,3.200000,1.5848931924611757e3,1.5850000000000000e3,1.0680753882434146e-1,6.7391001067068992e-5
fp16_like,3.300000,1.9952623149689584e3,1.9950000000000000e3,2.6231496895843520e-1,1.3146891363129674e-4
fp16_like,3.400000,2.5118864315096798e3,2.5120000000000000e3,1.1356849032017635e-1,4.5212430345395855e-5
fp16_like,3.500000,3.1622776601685055e3,3.1620000000000000e3,2.7766016850546293e-1,8.7803854798337825e-5
fp16_like,3.600000,3.9810717055351320e3,3.9820000000000000e3,9.2829446486803135e-1,2.3317702707473611e-4
fp16_like,3.700000,5.0118723362729252e3,5.0120000000000000e3,1.2766372707483242e-1,2.5472262362087509e-5
fp16_like,3.800000,6.3095734448021876e3,6.3080000000000000e3,1.5734448021876233e0,2.4937419557003864e-4
fp16_like,3.900000,7.9432823472431382e3,7.9440000000000000e3,7.1765275686175301e-1,9.0347129245736503e-5
fp16_like,4.000000,1.0000000000000409e4,1.0000000000000000e4,4.0927261579781771e-10,4.0927261579780097e-14
fp16_like,4.100000,1.2589254117942177e4,1.2592000000000000e4,2.7458820578231098e0,2.1811316477516208e-4
fp16_like,4.200000,1.5848931924611757e4,1.5848000000000000e4,9.3192461175749486e-1,5.8800467829022096e-5
fp16_like,4.300000,1.9952623149689563e4,1.9952000000000000e4,6.2314968956343364e-1,3.1231466904797878e-5
fp16_like,4.400000,2.5118864315096747e4,2.5120000000000000e4,1.1356849032526952e0,4.5212430347423570e-5
fp16_like,4.500000,3.1622776601684956e4,3.1616000000000000e4,6.7766016849564039e0,2.1429496120196244e-4
fp16_like,4.600000,3.9810717055351161e4,3.9808000000000000e4,2.7170553511605249e0,6.8249344702403736e-5
fp16_like,4.700000,5.0118723362728990e4,5.0112000000000000e4,6.7233627289897413e0,1.3414872283019083e-4
fp16_like,4.800000,6.3095734448021496e4,6.3104000000000000e4,8.2655519785039360e0,1.3100017062663924e-4
fp16_like,4.900000,7.9432823472430813e4,inf,inf,inf
fp16_like,5.000000,1.0000000000000327e5,inf,inf,inf
fp16_like,5.100000,1.2589254117942073e5,inf,inf,inf
fp16_like,5.200000,1.5848931924611627e5,inf,inf,inf
fp16_like,5.300000,1.9952623149689400e5,inf,inf,inf
fp16_like,5.400000,2.5118864315096542e5,inf,inf,inf
fp16_like,5.500000,3.1622776601684699e5,inf,inf,inf
fp16_like,5.600000,3.9810717055350833e5,inf,inf,inf
fp16_like,5.700000,5.0118723362728581e5,inf,inf,inf
fp16_like,5.800000,6.3095734448020975e5,inf,inf,inf
fp16_like,5.900000,7.9432823472430161e5,inf,inf,inf
fp16_like,6.000000,1.0000000000000246e6,inf,inf,inf
fp16_like,6.100000,1.2589254117941970e6,inf,inf,inf
fp16_like,6.200000,1.5848931924611498e6,inf,inf,inf
fp16_like,6.300000,1.9952623149689236e6,inf,inf,inf
fp16_like,6.400000,2.5118864315096335e6,inf,inf,inf
fp16_like,6.500000,3.1622776601684438e6,inf,inf,inf
fp16_like,6.600000,3.9810717055350505e6,inf,inf,inf
fp16_like,6.700000,5.0118723362728171e6,inf,inf,inf
fp16_like,6.800000,6.3095734448020458e6,inf,inf,inf
fp16_like,6.900000,7.9432823472429514e6,inf,inf,inf
fp16_like,7.000000,1.0000000000000164e7,inf,inf,inf
fp16_like,7.100000,1.2589254117941868e7,inf,inf,inf
fp16_like,7.200000,1.5848931924611369e7,inf,inf,inf
fp16_like,7.300000,1.9952623149689075e7,inf,inf,inf
fp16_like,7.400000,2.5118864315096129e7,inf,inf,inf
fp16_like,7.500000,3.1622776601684183e7,inf,inf,inf
fp16_like,7.600000,3.9810717055350184e7,inf,inf,inf
fp16_like,7.700000,5.0118723362727761e7,inf,inf,inf
fp16_like,7.800000,6.3095734448019944e7,inf,inf,inf
fp16_like,7.900000,7.9432823472428858e7,inf,inf,inf
fp16_like,8.000000,1.0000000000000082e8,inf,inf,inf
fp16_like,8.100000,1.2589254117941765e8,inf,inf,inf
fp16_like,8.200000,1.5848931924611238e8,inf,inf,inf
fp16_like,8.300000,1.9952623149688911e8,inf,inf,inf
fp16_like,8.400000,2.5118864315095925e8,inf,inf,inf
fp16_like,8.500000,3.1622776601683921e8,inf,inf,inf
fp16_like,8.600000,3.9810717055349857e8,inf,inf,inf
fp16_like,8.700000,5.0118723362727350e8,inf,inf,inf
fp16_like,8.800000,6.3095734448019433e8,inf,inf,inf
fp16_like,8.900000,7.9432823472428215e8,inf,inf,inf
fp16_like,9.000000,1.0000000000000000e9,inf,inf,inf
fp16_like,9.100000,1.2589254117941661e9,inf,inf,inf
fp16_like,9.200000,1.5848931924611108e9,inf,inf,inf
fp16_like,9.300000,1.9952623149688747e9,inf,inf,inf
fp16_like,9.400000,2.5118864315095720e9,inf,inf,inf
fp16_like,9.500000,3.1622776601683664e9,inf,inf,inf
fp16_like,9.600000,3.9810717055349531e9,inf,inf,inf
fp16_like,9.700000,5.0118723362726946e9,inf,inf,inf
fp16_like,9.800000,6.3095734448018913e9,inf,inf,inf
fp16_like,9.900000,7.9432823472427568e9,inf,inf,inf
fp16_like,10.000000,9.9999999999999180e9,inf,inf,inf
fp16_like,10.100000,1.2589254117941559e10,inf,inf,inf
fp16_like,10.200000,1.5848931924610979e10,inf,inf,inf
fp16_like,10.300000,1.9952623149688583e10,inf,inf,inf
fp16_like,10.400000,2.5118864315095512e10,inf,inf,inf
fp16_like,10.500000,3.1622776601683407e10,inf,inf,inf
fp16_like,10.600000,3.9810717055349205e10,inf,inf,inf
fp16_like,10.700000,5.0118723362726532e10,inf,inf,inf
fp16_like,10.800000,6.3095734448018394e10,inf,inf,inf
fp16_like,10.900000,7.9432823472426910e10,inf,inf,inf
fp16_like,11.000000,9.9999999999998367e10,inf,inf,inf
fp16_like,11.100000,1.2589254117941455e11,inf,inf,inf
fp16_like,11.200000,1.5848931924610849e11,inf,inf,inf
fp16_like,11.300000,1.9952623149688422e11,inf,inf,inf
fp16_like,11.400000,2.5118864315095309e11,inf,inf,inf
fp16_like,11.500000,3.1622776601683148e11,inf,inf,inf
fp16_like,11.600000,3.9810717055348877e11,inf,inf,inf
fp16_like,11.700000,5.0118723362726123e11,inf,inf,inf
fp16_like,11.800000,6.3095734448017883e11,inf,inf,inf
fp16_like,11.900000,7.9432823472426270e11,inf,inf,inf
fp16_like,12.000000,9.9999999999997546e11,inf,inf,inf
fp16_like,12.100000,1.2589254117941353e12,inf,inf,inf
fp16_like,12.200000,1.5848931924610720e12,inf,inf,inf
fp16_like,12.300000,1.9952623149688257e12,inf,inf,inf
fp16_like,12.400000,2.5118864315095103e12,inf,inf,inf
fp16_like,12.500000,3.1622776601682886e12,inf,inf,inf
fp16_like,12.600000,3.9810717055348555e12,inf,inf,inf
fp16_like,12.700000,5.0118723362725713e12,inf,inf,inf
fp16_like,12.800000,6.3095734448017363e12,inf,inf,inf
fp16_like,12.900000,7.9432823472425615e12,inf,inf,inf
fp16_like,13.000000,9.9999999999996719e12,inf,inf,inf
fp16_like,13.100000,1.2589254117941250e13,inf,inf,inf
fp16_like,13.200000,1.5848931924610590e13,inf,inf,inf
fp16_like,13.300000,1.9952623149688094e13,inf,inf,inf
fp16_like,13.400000,2.5118864315094898e13,inf,inf,inf
fp16_like,13.500000,3.1622776601682629e13,inf,inf,inf
fp16_like,13.600000,3.9810717055348227e13,inf,inf,inf
fp16_like,13.700000,5.0118723362725305e13,inf,inf,inf
fp16_like,13.800000,6.3095734448016844e13,inf,inf,inf
fp16_like,13.900000,7.9432823472424969e13,inf,inf,inf
fp16_like,14.000000,9.9999999999995906e13,inf,inf,inf
fp16_like,14.100000,1.2589254117941147e14,inf,inf,inf
fp16_like,14.200000,1.5848931924610459e14,inf,inf,inf
fp16_like,14.300000,1.9952623149687931e14,inf,inf,inf
fp16_like,14.400000,2.5118864315094691e14,inf,inf,inf
fp16_like,14.500000,3.1622776601682369e14,inf,inf,inf
fp16_like,14.600000,3.9810717055347900e14,inf,inf,inf
fp16_like,14.700000,5.0118723362724894e14,inf,inf,inf
fp16_like,14.800000,6.3095734448016338e14,inf,inf,inf
fp16_like,14.900000,7.9432823472424312e14,inf,inf,inf
fp16_like,15.000000,9.9999999999995088e14,inf,inf,inf
fp16_like,15.100000,1.2589254117941045e15,inf,inf,inf
fp16_like,15.200000,1.5848931924610330e15,inf,inf,inf
fp16_like,15.300000,1.9952623149687768e15,inf,inf,inf
fp16_like,15.400000,2.5118864315094485e15,inf,inf,inf
fp16_like,15.500000,3.1622776601682110e15,inf,inf,inf
fp16_like,15.600000,3.9810717055347575e15,inf,inf,inf
fp16_like,15.700000,5.0118723362724480e15,inf,inf,inf
fp16_like,15.800000,6.3095734448015820e15,inf,inf,inf
fp16_like,15.900000,7.9432823472423670e15,inf,inf,inf
fp16_like,16.000000,9.9999999999994280e15,inf,inf,inf
fp16_like,16.100000,1.2589254117940992e16,inf,inf,inf
fp16_like,16.200000,1.5848931924610332e16,inf,inf,inf
fp16_like,16.300000,1.9952623149687848e16,inf,inf,inf
fp16_like,16.400000,2.5118864315094692e16,inf,inf,inf
fp16_like,16.500000,3.1622776601682500e16,inf,inf,inf
fp16_like,16.600000,3.9810717055348224e16,inf,inf,inf
fp16_like,16.700000,5.0118723362725504e16,inf,inf,inf
fp16_like,16.800000,6.3095734448017360e16,inf,inf,inf
fp16_like,16.900000,7.9432823472425936e16,inf,inf,inf
fp16_like,17.000000,9.9999999999997552e16,inf,inf,inf
fp16_like,17.100000,1.2589254117941405e17,inf,inf,inf
fp16_like,17.200000,1.5848931924610851e17,inf,inf,inf
fp16_like,17.300000,1.9952623149688502e17,inf,inf,inf
fp16_like,17.400000,2.5118864315095514e17,inf,inf,inf
fp16_like,17.500000,3.1622776601683533e17,inf,inf,inf
fp16_like,17.600000,3.9810717055349530e17,inf,inf,inf
fp16_like,17.700000,5.0118723362727149e17,inf,inf,inf
fp16_like,17.800000,6.3095734448019430e17,inf,inf,inf
fp16_like,17.900000,7.9432823472428544e17,inf,inf,inf
fp16_like,18.000000,1.0000000000000082e18,inf,inf,inf
fp16_like,18.100000,1.2589254117941816e18,inf,inf,inf
fp16_like,18.200000,1.5848931924611369e18,inf,inf,inf
fp16_like,18.300000,1.9952623149689155e18,inf,inf,inf
fp16_like,18.400000,2.5118864315096335e18,inf,inf,inf
fp16_like,18.500000,3.1622776601684567e18,inf,inf,inf
fp16_like,18.600000,3.9810717055350830e18,inf,inf,inf
fp16_like,18.700000,5.0118723362728786e18,inf,inf,inf
fp16_like,18.800000,6.3095734448021494e18,inf,inf,inf
fp16_like,18.900000,7.9432823472431135e18,inf,inf,inf
fp16_like,19.000000,1.0000000000000410e19,inf,inf,inf
fp16_like,19.100000,1.2589254117942229e19,inf,inf,inf
fp16_like,19.200000,1.5848931924611887e19,inf,inf,inf
fp16_like,19.300000,1.9952623149689807e19,inf,inf,inf
fp16_like,19.400000,2.5118864315097158e19,inf,inf,inf
fp16_like,19.500000,3.1622776601685602e19,inf,inf,inf
fp16_like,19.600000,3.9810717055352136e19,inf,inf,inf
fp16_like,19.700000,5.0118723362730426e19,inf,inf,inf
fp16_like,19.800000,6.3095734448023560e19,inf,inf,inf
fp16_like,19.900000,7.9432823472433742e19,inf,inf,inf
fp16_like,20.000000,1.0000000000000736e20,inf,inf,inf
bf16_like,-20.000000,9.9999999999999995e-21,1.0005576689441423e-20,5.5766894414233037e-24,5.5766894414233039e-4
bf16_like,-19.900000,1.2589254117941713e-20,1.2599615090407718e-20,1.0360972466004606e-23,8.2300129689482976e-4
bf16_like,-19.800000,1.5848931924611240e-20,1.5881867761018131e-20,3.2935836406891309e-23,2.0781107877526073e-3
bf16_like,-19.700000,1.9952623149688993e-20,1.9905274260476058e-20,4.7348889212935291e-23,2.3730658799954998e-3
bf16_like,-19.600000,2.5118864315096130e-20,2.5093351062408648e-20,2.5513252687482137e-23,1.0157008839029790e-3
bf16_like,-19.500000,3.1622776601684310e-20,3.1551977285222688e-20,7.0799316461622141e-23,2.2388709680177541e-3
bf16_like,-19.400000,3.9810717055350505e-20,3.9810548520952116e-20,1.6853439838943106e-25,4.2333926855703357e-6
bf16_like,-19.300000,5.0118723362728377e-20,5.0186702124817295e-20,6.7978762088917929e-23,1.3563546221424998e-3
bf16_like,-19.200000,6.3095734448020972e-20,6.3103954570445375e-20,8.2201224244031179e-24,1.3028016071633106e-4
bf16_like,-19.100000,7.9432823472430495e-20,7.9621097041904232e-20,1.8827356947373734e-22,2.3702238097967551e-3
bf16_like,-19.000000,1.0000000000000327e-19,9.9949887776007440e-20,5.0112223995831595e-23,5.0112223995829955e-4
bf16_like,-18.900000,1.2589254117942125e-19,1.2620790914089075e-19,3.1536796146950146e-22,2.5050567612265530e-3
bf16_like,-18.800000,1.5848931924611756e-19,1.5839516113655416e-19,9.4158109563400976e-23,5.9409750771396237e-4
bf16_like,-18.700000,1.9952623149689646e-19,1.9989977555201488e-19,3.7354405511842334e-22,1.8721551162270793e-3
bf16_like,-18.600000,2.5118864315096954e-19,2.5072175238727290e-19,4.6689076369664185e-22,1.8587256089282304e-3
bf16_like,-18.500000,3.1622776601685346e-19,3.1679032227310833e-19,5.6255625625486519e-22,1.7789590817426310e-3
bf16_like,-18.400000,3.9810717055351808e-19,3.9810548520952116e-19,1.6853439969184118e-24,4.2333927182852604e-6
bf16_like,-18.300000,5.0118723362730019e-19,5.0144350477454580e-19,2.5627114724561057e-22,5.1132816251297912e-4
bf16_like,-18.200000,6.3095734448023043e-19,6.3019251275719945e-19,7.6483172303097291e-22,1.2121765912100214e-3
bf16_like,-18.100000,7.9432823472433090e-19,7.9282283863002512e-19,1.5053960943057799e-21,1.8951813979371170e-3
bf16_like,-18.000000,1.0000000000000654e-18,1.0028870095490916e-18,2.8870095490262409e-21,2.8870095490260523e-3
bf16_like,-17.900000,1.2589254117942538e-18,1.2603850255143989e-18,1.4596137201451509e-21,1.1594123897021595e-3
bf16_like,-17.800000,1.5848931924612276e-18,1.5856456772600502e-18,7.5248479882263895e-22,4.7478581042681054e-4
bf16_like,-17.700000,1.9952623149690300e-18,1.9922214919421144e-18,3.0408230269155546e-21,1.5240216808098004e-3
bf16_like,-17.600000,2.5118864315097775e-18,2.5072175238727290e-18,4.6689076370484631e-21,1.8587256089608324e-3
bf16_like,-17.500000,3.1622776601686379e-18,3.1577388273640317e-18,4.5388328046062783e-21,1.4353049581244651e-3
bf16_like,-17.400000,3.9810717055353111e-18,3.9844429838842288e-18,3.3712783489177281e-21,8.4682683414877410e-4
bf16_like,-17.300000,5.0118723362731654e-18,5.0144350477454580e-18,2.5627114722925942e-21,5.1132816248033758e-4
bf16_like,-17.200000,6.3095734448025109e-18,6.3154776547280633e-18,5.9042099255524241e-21,9.3575421178685163e-4
bf16_like,-17.100000,7.9432823472435692e-18,7.9688859677684576e-18,2.5603620524888424e-20,3.2233048512713691e-3
bf16_like,-17.000000,1.0000000000000982e-17,9.9746599868666408e-18,2.5340013134341376e-20,2.5340013134338888e-3
bf16_like,-16.900000,1.2589254117942949e-17,1.2576745200831851e-17,1.2508917111097481e-20,9.9361860471694138e-4
bf16_like,-16.800000,1.5848931924612793e-17,1.5829351718288365e-17,1.9580206324428141e-20,1.2354274986834174e-3
bf16_like,-16.700000,1.9952623149690950e-17,1.9949319973733282e-17,3.3031759576689000e-21,1.6555096204080131e-4
bf16_like,-16.600000,2.5118864315098596e-17,2.5153490401663703e-17,3.4626086565106985e-20,1.3784893349773673e-3
bf16_like,-16.500000,3.1622776601687413e-17,3.1658703436576729e-17,3.5926834889316210e-20,1.1361062737102955e-3
bf16_like,-16.400000,3.9810717055354416e-17,3.9898639947466563e-17,8.7922892112147492e-20,2.2085231971555796e-3
bf16_like,-16.300000,5.0118723362733295e-17,5.0090140368830305e-17,2.8582993902990172e-20,5.7030570583614638e-4
bf16_like,-16.200000,6.3095734448027167e-17,6.2883726004159257e-17,2.1200844386791030e-19,3.3601073943048338e-3
bf16_like,-16.100000,7.9432823472438292e-17,7.9363599025938925e-17,6.9224446499367863e-20,8.7148414815428859e-4
bf16_like,-16.000000,1.0000000000001268e-16,1.0018028073766061e-16,1.8028073764792839e-19,1.8028073764790552e-3
bf16_like,-15.900000,1.2589254117943259e-16,1.2576745200831851e-16,1.2508917111407786e-19,9.9361860474156535e-4
bf16_like,-15.800000,1.5848931924613118e-16,1.5872719805187785e-16,2.3787880574667248e-19,1.5009137958202142e-3
bf16_like,-15.700000,1.9952623149691277e-16,1.9949319973733282e-16,3.3031759579955377e-20,1.6555096205716927e-4
bf16_like,-15.600000,2.5118864315098902e-16,2.5153490401663703e-16,3.4626086564801302e-19,1.3784893349651809e-3
